Sales Person,Country,Product,Date, Amount ,Boxes Shipped
Gigi Bohling,New Zealand,Fruit & Nut Bars,4/4/2023,11227,118
Barr Faughny,USA,Raspberry Choco,12/4/2023,10103,107
Wilone O'Kielt,New Zealand,85% Dark Bars,2/8/2023,2085,119
Gigi Bohling,New Zealand,Manuka Honey Choco,6/28/2023,8496,268
Ches Bonnell,Australia,Eclairs,5/7/2023,4248,130
Rafaelita Blaksland,New Zealand,Choco Coated Almonds,7/6/2023,2236,46
Brien Boise,New Zealand,Smooth Sliky Salty,1/18/2023,1124,26
Brien Boise,Australia,Baker's Choco Chips,4/1/2023,12870,227
Dennison Crosswaite,Australia,99% Dark & Pure,1/31/2023,3018,19
Kelci Walkden,India,Almond Choco,3/14/2023,3574,149
Camilla Castle,Australia,70% Dark Bites,4/29/2023,6249,509
Oby Sorrel,India,Smooth Sliky Salty,7/2/2023,10760,107
Kaine Padly,UK,Organic Choco Syrup,3/31/2023,2508,175
Marney O'Breen,India,Caramel Stuffed Bars,3/16/2023,4998,83
Karlen McCaffrey,UK,Eclairs,1/25/2023,7901,200
Van Tuxwell,India,Baker's Choco Chips,6/20/2023,3133,479
Gigi Bohling,UK,After Nines,3/29/2023,8320,171
Curtice Advani,Australia,Orange Choco,12/7/2023,910,132
Jehu Rudeforth,Canada,Smooth Sliky Salty,11/7/2023,5631,142
Karlen McCaffrey,Canada,Smooth Sliky Salty,1/19/2023,3283,186
Andria Kimpton,USA,85% Dark Bars,5/4/2023,9458,87
Jehu Rudeforth,Canada,Milk Bars,2/21/2023,7726,12
Rafaelita Blaksland,New Zealand,Caramel Stuffed Bars,5/20/2023,14369,15
Mallorie Waber,Australia,Milk Bars,7/29/2023,2830,106
Barr Faughny,USA,Fruit & Nut Bars,1/28/2023,9371,45
Marney O'Breen,UK,Caramel Stuffed Bars,7/19/2023,3651,112
Mallorie Waber,New Zealand,Manuka Honey Choco,4/13/2023,10230,12
Roddy Speechley,India,Peanut Butter Cubes,11/2/2023,11597,22
Roddy Speechley,New Zealand,Milk Bars,2/3/2023,5858,111
Ches Bonnell,Australia,White Choc,2/3/2023,1178,206
Van Tuxwell,USA,99% Dark & Pure,7/28/2023,12930,6
Kelci Walkden,India,After Nines,7/1/2023,1732,531
Brien Boise,UK,White Choc,12/4/2023,5837,173
Van Tuxwell,Canada,Almond Choco,6/27/2023,3425,70
Jehu Rudeforth,Australia,50% Dark Bites,1/14/2023,5700,422
Karlen McCaffrey,UK,Baker's Choco Chips,7/2/2023,5094,373
Jehu Rudeforth,Australia,Orange Choco,3/23/2023,14529,26
Marney O'Breen,India,Peanut Butter Cubes,10/1/2023,6761,145
Oby Sorrel,UK,Choco Coated Almonds,3/17/2023,10370,44
Gigi Bohling,USA,Spicy Special Slims,1/21/2023,12450,57
Barr Faughny,Australia,White Choc,4/7/2023,8928,386
Kaine Padly,Canada,Peanut Butter Cubes,4/7/2023,3439,191
Dotty Strutley,USA,Manuka Honey Choco,10/8/2023,300,207
Dennison Crosswaite,Australia,50% Dark Bites,1/4/2023,7374,12
Gigi Bohling,India,Raspberry Choco,2/22/2023,2776,174
Camilla Castle,UK,White Choc,3/1/2023,9958,194
Karlen McCaffrey,India,Drinking Coco,5/31/2023,5065,251
Dotty Strutley,UK,99% Dark & Pure,3/1/2023,9865,273
Husein Augar,New Zealand,Caramel Stuffed Bars,1/27/2023,572,489
Barr Faughny,UK,50% Dark Bites,1/28/2023,656,67
Curtice Advani,Australia,Organic Choco Syrup,6/28/2023,4009,301
Husein Augar,UK,Choco Coated Almonds,2/3/2023,4679,43
Wilone O'Kielt,Australia,After Nines,5/27/2023,3447,28
Dennison Crosswaite,USA,Almond Choco,6/30/2023,11885,82
Barr Faughny,Canada,Peanut Butter Cubes,7/6/2023,2167,85
Kaine Padly,USA,70% Dark Bites,12/5/2023,4200,107
Barr Faughny,New Zealand,Raspberry Choco,7/29/2023,7359,68
Dennison Crosswaite,UK,White Choc,3/8/2023,7870,274
Barr Faughny,India,Baker's Choco Chips,8/18/2023,7454,148
Van Tuxwell,New Zealand,Smooth Sliky Salty,6/14/2023,3112,41
Beverie Moffet,UK,White Choc,6/30/2023,6901,80
Camilla Castle,New Zealand,Mint Chip Choco,6/13/2023,1178,199
Ches Bonnell,UK,Orange Choco,4/27/2023,14954,53
Jan Morforth,Australia,White Choc,7/27/2023,3959,33
Mallorie Waber,Canada,85% Dark Bars,4/20/2023,1639,430
Rafaelita Blaksland,India,Spicy Special Slims,4/1/2023,8586,144
Ches Bonnell,Australia,Mint Chip Choco,2/21/2023,10000,98
Karlen McCaffrey,Australia,White Choc,5/1/2023,8448,52
Beverie Moffet,India,Drinking Coco,7/15/2023,6985,51
Brien Boise,Australia,Choco Coated Almonds,5/25/2023,5642,61
Karlen McCaffrey,Canada,Eclairs,4/20/2023,3851,372
Gigi Bohling,USA,99% Dark & Pure,2/6/2023,886,240
Marney O'Breen,UK,Smooth Sliky Salty,5/13/2023,21252,91
Beverie Moffet,New Zealand,Baker's Choco Chips,3/8/2023,1453,142
Beverie Moffet,Australia,Milk Bars,5/25/2023,793,400
Van Tuxwell,UK,Raspberry Choco,3/16/2023,7152,83
Jan Morforth,Australia,Orange Choco,4/7/2023,3364,126
Jehu Rudeforth,India,50% Dark Bites,5/7/2023,3471,129
Madelene Upcott,USA,After Nines,3/15/2023,4676,440
Barr Faughny,UK,Raspberry Choco,8/22/2023,6323,70
Ches Bonnell,Australia,70% Dark Bites,12/1/2023,3253,119
Marney O'Breen,UK,Baker's Choco Chips,10/6/2023,254,161
Kaine Padly,Australia,Peanut Butter Cubes,3/25/2023,6127,299
Rafaelita Blaksland,India,Almond Choco,7/27/2023,3792,100
Husein Augar,UK,Caramel Stuffed Bars,4/15/2023,17060,456
Roddy Speechley,India,Orange Choco,6/27/2023,4154,18
Jehu Rudeforth,UK,70% Dark Bites,4/14/2023,6169,280
Husein Augar,Australia,Manuka Honey Choco,3/15/2023,7984,95
Madelene Upcott,USA,Eclairs,3/18/2023,9108,213
Brien Boise,India,Eclairs,4/29/2023,1512,58
Mallorie Waber,New Zealand,White Choc,2/25/2023,3364,265
Husein Augar,USA,Milk Bars,2/3/2023,934,54
Van Tuxwell,Australia,Milk Bars,6/20/2023,8896,91
Beverie Moffet,Canada,White Choc,7/15/2023,9957,185
Dotty Strutley,Australia,50% Dark Bites,12/5/2023,3359,256
Mallorie Waber,New Zealand,Organic Choco Syrup,1/7/2023,5098,276
Husein Augar,USA,85% Dark Bars,8/8/2023,398,52
Madelene Upcott,Australia,50% Dark Bites,7/25/2023,7473,6
Wilone O'Kielt,UK,Drinking Coco,5/18/2023,3639,59
Camilla Castle,India,Peanut Butter Cubes,7/15/2023,12507,284
Curtice Advani,India,70% Dark Bites,5/7/2023,2394,48
Mallorie Waber,USA,Manuka Honey Choco,4/7/2023,6137,94
Dotty Strutley,UK,70% Dark Bites,6/20/2023,1264,232
Gunar Cockshoot,Australia,Almond Choco,1/25/2023,4101,425
Kaine Padly,New Zealand,Spicy Special Slims,1/7/2023,8107,40
Gigi Bohling,USA,50% Dark Bites,4/13/2023,2456,58
Beverie Moffet,UK,Smooth Sliky Salty,4/5/2023,4727,75
Beverie Moffet,Australia,Baker's Choco Chips,4/8/2023,3483,108
Beverie Moffet,India,70% Dark Bites,1/6/2023,467,159
Jehu Rudeforth,UK,Choco Coated Almonds,4/22/2023,4875,185
Kaine Padly,USA,50% Dark Bites,3/8/2023,71,27
Ches Bonnell,USA,Orange Choco,10/6/2023,1835,73
Gunar Cockshoot,UK,Manuka Honey Choco,6/27/2023,7305,49
Marney O'Breen,Australia,Smooth Sliky Salty,3/1/2023,3968,163
Marney O'Breen,India,After Nines,11/7/2023,2801,190
Ches Bonnell,New Zealand,Milk Bars,8/17/2023,4475,120
Rafaelita Blaksland,USA,Fruit & Nut Bars,1/18/2023,2737,63
Ches Bonnell,India,Organic Choco Syrup,8/3/2023,16717,102
Mallorie Waber,Australia,Orange Choco,7/3/2023,16113,282
Husein Augar,India,70% Dark Bites,9/5/2023,6898,163
Barr Faughny,New Zealand,85% Dark Bars,5/23/2023,2151,170
Madelene Upcott,UK,Caramel Stuffed Bars,4/15/2023,173,152
Gigi Bohling,Australia,Drinking Coco,7/27/2023,2949,153
Marney O'Breen,Canada,Choco Coated Almonds,8/22/2023,2791,435
Ches Bonnell,USA,70% Dark Bites,11/5/2023,5054,127
Madelene Upcott,India,Organic Choco Syrup,1/26/2023,5419,37
Barr Faughny,USA,50% Dark Bites,4/14/2023,14605,128
Dennison Crosswaite,New Zealand,Mint Chip Choco,5/4/2023,6669,419
Marney O'Breen,New Zealand,Smooth Sliky Salty,6/14/2023,9690,58
Brien Boise,Canada,Almond Choco,4/13/2023,5027,123
Beverie Moffet,Australia,White Choc,6/27/2023,2379,178
Dotty Strutley,Australia,Eclairs,1/26/2023,7771,3
Barr Faughny,UK,White Choc,5/7/2023,1837,77
Beverie Moffet,Canada,Baker's Choco Chips,11/1/2023,14626,90
Kelci Walkden,USA,White Choc,7/3/2023,10305,22
Kaine Padly,Canada,50% Dark Bites,4/3/2023,8799,99
Karlen McCaffrey,Canada,Organic Choco Syrup,7/15/2023,2467,309
Kaine Padly,UK,Peanut Butter Cubes,11/5/2023,6564,92
Karlen McCaffrey,USA,Milk Bars,1/27/2023,4765,7
Karlen McCaffrey,India,Orange Choco,6/27/2023,3172,153
Ches Bonnell,India,Smooth Sliky Salty,3/8/2023,8062,20
Wilone O'Kielt,New Zealand,Mint Chip Choco,8/19/2023,12382,245
Wilone O'Kielt,Australia,Fruit & Nut Bars,6/15/2023,414,111
Dennison Crosswaite,UK,Peanut Butter Cubes,7/2/2023,10186,154
Karlen McCaffrey,Australia,Almond Choco,8/7/2023,7937,138
Dennison Crosswaite,India,Milk Bars,4/21/2023,1713,93
Ches Bonnell,UK,Mint Chip Choco,8/4/2023,3089,226
Husein Augar,Australia,50% Dark Bites,8/19/2023,14953,51
Jan Morforth,India,Fruit & Nut Bars,4/5/2023,3219,54
Mallorie Waber,USA,85% Dark Bars,11/5/2023,2701,112
Mallorie Waber,USA,Eclairs,3/22/2023,7220,53
Dennison Crosswaite,Canada,Spicy Special Slims,10/8/2023,2634,234
Dennison Crosswaite,USA,Fruit & Nut Bars,4/5/2023,1631,321
Kelci Walkden,USA,99% Dark & Pure,8/18/2023,8251,258
Dotty Strutley,Canada,Raspberry Choco,3/8/2023,4849,248
Marney O'Breen,New Zealand,Milk Bars,1/14/2023,7940,328
Madelene Upcott,Australia,Choco Coated Almonds,8/4/2023,2107,69
Kelci Walkden,UK,Orange Choco,1/8/2023,3912,3
Dennison Crosswaite,Canada,Eclairs,3/15/2023,483,45
Karlen McCaffrey,India,Mint Chip Choco,7/15/2023,11381,192
Barr Faughny,New Zealand,Almond Choco,1/13/2023,6373,131
Mallorie Waber,Australia,85% Dark Bars,8/26/2023,2715,52
Ches Bonnell,Canada,Eclairs,10/1/2023,2106,172
Gigi Bohling,Australia,White Choc,11/5/2023,5805,83
Beverie Moffet,New Zealand,85% Dark Bars,8/30/2023,12206,23
Kaine Padly,USA,Caramel Stuffed Bars,7/21/2023,6319,124
Mallorie Waber,Australia,Almond Choco,1/8/2023,8523,137
Brien Boise,Canada,85% Dark Bars,2/17/2023,10316,268
Brien Boise,Australia,Drinking Coco,7/27/2023,7262,158
Dotty Strutley,USA,Orange Choco,2/23/2023,1415,112
Rafaelita Blaksland,Australia,50% Dark Bites,3/22/2023,3068,42
Dennison Crosswaite,India,99% Dark & Pure,6/23/2023,7370,325
Curtice Advani,UK,White Choc,1/2/2023,1775,73
Kelci Walkden,Australia,After Nines,2/3/2023,7684,279
Gigi Bohling,UK,Fruit & Nut Bars,6/4/2023,1412,90
Gunar Cockshoot,Australia,Raspberry Choco,3/17/2023,607,76
Curtice Advani,UK,Fruit & Nut Bars,6/24/2023,11689,136
Barr Faughny,Canada,50% Dark Bites,7/19/2023,10276,301
Curtice Advani,USA,Spicy Special Slims,11/7/2023,1788,271
Brien Boise,India,Almond Choco,1/13/2023,2378,222
Oby Sorrel,New Zealand,Smooth Sliky Salty,7/7/2023,9545,64
Jan Morforth,India,85% Dark Bars,5/25/2023,5000,446
Marney O'Breen,India,Fruit & Nut Bars,4/13/2023,5313,160
Andria Kimpton,New Zealand,50% Dark Bites,2/3/2023,3751,208
Gunar Cockshoot,Canada,Raspberry Choco,6/23/2023,2376,129
Kelci Walkden,USA,Drinking Coco,7/26/2023,7014,170
Van Tuxwell,Canada,White Choc,3/22/2023,482,3
Rafaelita Blaksland,USA,Baker's Choco Chips,9/6/2023,3137,64
Van Tuxwell,Australia,Caramel Stuffed Bars,5/17/2023,6584,62
Ches Bonnell,New Zealand,Peanut Butter Cubes,4/3/2023,1025,260
Kelci Walkden,Canada,Milk Bars,7/7/2023,17680,27
Dennison Crosswaite,Canada,Choco Coated Almonds,1/13/2023,10708,124
Curtice Advani,Australia,Almond Choco,7/13/2023,3019,78
Madelene Upcott,Australia,85% Dark Bars,6/16/2023,1759,329
Gigi Bohling,UK,50% Dark Bites,7/18/2023,8385,73
Ches Bonnell,UK,Manuka Honey Choco,5/30/2023,4854,411
Gigi Bohling,UK,70% Dark Bites,6/21/2023,949,83
Jehu Rudeforth,Australia,Peanut Butter Cubes,6/24/2023,6047,40
Marney O'Breen,India,Eclairs,1/13/2023,3883,94
Curtice Advani,Canada,Fruit & Nut Bars,4/4/2023,4382,210
Kaine Padly,UK,Smooth Sliky Salty,8/6/2023,9928,599
Karlen McCaffrey,Canada,Spicy Special Slims,2/8/2023,6316,51
Kelci Walkden,USA,Organic Choco Syrup,7/21/2023,10630,155
Curtice Advani,India,Spicy Special Slims,6/20/2023,167,143
Roddy Speechley,India,After Nines,6/22/2023,2690,117
Camilla Castle,Australia,Caramel Stuffed Bars,2/5/2023,3242,15
Curtice Advani,Australia,99% Dark & Pure,7/1/2023,5364,87
Mallorie Waber,UK,50% Dark Bites,2/21/2023,6161,95
Ches Bonnell,Canada,Baker's Choco Chips,3/21/2023,7968,373
Van Tuxwell,UK,Drinking Coco,4/4/2023,6389,131
Gunar Cockshoot,Canada,Fruit & Nut Bars,3/24/2023,15841,216
Gunar Cockshoot,New Zealand,Spicy Special Slims,6/28/2023,7265,194
Gunar Cockshoot,Australia,Drinking Coco,1/14/2023,2342,192
Karlen McCaffrey,New Zealand,Fruit & Nut Bars,7/2/2023,1366,147
Dennison Crosswaite,New Zealand,Drinking Coco,11/1/2023,4437,196
Jehu Rudeforth,India,99% Dark & Pure,2/25/2023,2072,232
Dotty Strutley,Australia,Mint Chip Choco,1/8/2023,7092,27
Roddy Speechley,Australia,Mint Chip Choco,5/5/2023,7213,277
Madelene Upcott,New Zealand,Raspberry Choco,5/18/2023,9673,411
Dotty Strutley,New Zealand,Choco Coated Almonds,4/1/2023,5750,350
Roddy Speechley,New Zealand,50% Dark Bites,9/5/2023,4641,220
Rafaelita Blaksland,India,Smooth Sliky Salty,6/5/2023,1871,88
Husein Augar,UK,White Choc,1/13/2023,10843,142
Roddy Speechley,Australia,Almond Choco,6/24/2023,5032,79
Van Tuxwell,USA,Caramel Stuffed Bars,2/14/2023,1106,21
Camilla Castle,Australia,99% Dark & Pure,1/18/2023,4978,97
Kaine Padly,India,Milk Bars,2/5/2023,3210,92
Ches Bonnell,Australia,Smooth Sliky Salty,5/16/2023,7795,54
Mallorie Waber,USA,Almond Choco,1/28/2023,7613,370
Kaine Padly,Canada,99% Dark & Pure,6/24/2023,1333,409
Oby Sorrel,UK,After Nines,7/18/2023,2588,108
Gunar Cockshoot,UK,Eclairs,4/13/2023,3826,169
Dotty Strutley,USA,Caramel Stuffed Bars,4/15/2023,18688,80
Jan Morforth,India,Peanut Butter Cubes,4/1/2023,8860,184
Husein Augar,Australia,Eclairs,4/7/2023,7299,34
Beverie Moffet,USA,Smooth Sliky Salty,3/24/2023,2556,354
Camilla Castle,Australia,Manuka Honey Choco,3/17/2023,703,181
Oby Sorrel,Australia,Almond Choco,2/15/2023,6421,242
Jan Morforth,USA,Orange Choco,6/29/2023,1048,149
Gigi Bohling,USA,Fruit & Nut Bars,5/24/2023,3099,115
Mallorie Waber,UK,Milk Bars,10/1/2023,3738,282
Curtice Advani,USA,Raspberry Choco,3/15/2023,3087,153
Marney O'Breen,Canada,Milk Bars,8/2/2023,2618,312
Brien Boise,India,Caramel Stuffed Bars,2/25/2023,1643,110
Gunar Cockshoot,USA,Eclairs,3/5/2023,7369,45
Roddy Speechley,USA,Fruit & Nut Bars,6/14/2023,6082,23
Gunar Cockshoot,India,50% Dark Bites,9/8/2023,14456,79
Wilone O'Kielt,New Zealand,Manuka Honey Choco,11/7/2023,4173,254
Kaine Padly,UK,Manuka Honey Choco,1/14/2023,7189,113
Van Tuxwell,Canada,Manuka Honey Choco,2/24/2023,8963,48
Wilone O'Kielt,New Zealand,Almond Choco,3/15/2023,10085,146
Oby Sorrel,New Zealand,Baker's Choco Chips,4/25/2023,12073,51
Dennison Crosswaite,Australia,Organic Choco Syrup,10/5/2023,6656,39
Marney O'Breen,Australia,Spicy Special Slims,6/23/2023,14194,302
Beverie Moffet,Canada,Smooth Sliky Salty,2/28/2023,15507,352
Brien Boise,USA,Organic Choco Syrup,5/25/2023,17383,145
Roddy Speechley,New Zealand,Baker's Choco Chips,2/22/2023,5913,232
Van Tuxwell,UK,85% Dark Bars,11/7/2023,4029,128
Marney O'Breen,Canada,Spicy Special Slims,3/1/2023,3563,344
Rafaelita Blaksland,New Zealand,70% Dark Bites,8/24/2023,774,280
Beverie Moffet,USA,50% Dark Bites,7/28/2023,2620,340
Brien Boise,USA,Mint Chip Choco,5/25/2023,11427,151
Karlen McCaffrey,New Zealand,Eclairs,6/5/2023,2936,171
Barr Faughny,India,Drinking Coco,1/28/2023,2432,148
Marney O'Breen,UK,Orange Choco,6/6/2023,11883,13
Brien Boise,New Zealand,Baker's Choco Chips,12/7/2023,6297,26
Ches Bonnell,Canada,Spicy Special Slims,5/8/2023,5859,193
Brien Boise,USA,Orange Choco,1/28/2023,6277,157
Kaine Padly,India,Spicy Special Slims,8/31/2023,5675,147
Mallorie Waber,USA,50% Dark Bites,4/19/2023,1960,14
Mallorie Waber,UK,Mint Chip Choco,6/29/2023,6540,2
Beverie Moffet,India,Choco Coated Almonds,2/24/2023,3818,287
Madelene Upcott,UK,Smooth Sliky Salty,4/3/2023,14770,87
Gigi Bohling,India,Eclairs,6/21/2023,3687,73
Rafaelita Blaksland,Australia,Organic Choco Syrup,1/26/2023,1124,114
Oby Sorrel,New Zealand,White Choc,10/6/2023,4612,38
Andria Kimpton,UK,Drinking Coco,5/23/2023,1600,70
Kelci Walkden,India,Milk Bars,4/15/2023,976,105
Karlen McCaffrey,New Zealand,Caramel Stuffed Bars,1/31/2023,5487,219
Andria Kimpton,New Zealand,Organic Choco Syrup,4/3/2023,4948,39
Barr Faughny,New Zealand,After Nines,4/19/2023,11460,81
Beverie Moffet,UK,Almond Choco,5/16/2023,2628,101
Oby Sorrel,Australia,Raspberry Choco,2/17/2023,1044,126
Dennison Crosswaite,USA,Raspberry Choco,1/18/2023,7450,264
Roddy Speechley,Canada,Orange Choco,9/2/2023,9316,88
Mallorie Waber,Canada,Orange Choco,3/23/2023,3821,179
Madelene Upcott,New Zealand,Caramel Stuffed Bars,1/2/2023,3783,150
Mallorie Waber,India,Drinking Coco,7/3/2023,4526,146
Ches Bonnell,UK,White Choc,3/1/2023,3731,237
Ches Bonnell,USA,White Choc,11/2/2023,6068,349
Dennison Crosswaite,New Zealand,Orange Choco,3/16/2023,4944,144
Dotty Strutley,India,White Choc,8/15/2023,12331,337
Gigi Bohling,India,Manuka Honey Choco,12/5/2023,5291,76
Van Tuxwell,India,Spicy Special Slims,11/4/2023,6874,4
Jan Morforth,New Zealand,Mint Chip Choco,6/30/2023,20402,297
Dotty Strutley,New Zealand,White Choc,6/15/2023,7923,62
Rafaelita Blaksland,Canada,Caramel Stuffed Bars,1/8/2023,8146,100
Kaine Padly,USA,Milk Bars,6/15/2023,16253,58
Brien Boise,India,After Nines,6/16/2023,5744,49
Oby Sorrel,New Zealand,Raspberry Choco,5/13/2023,4909,288
Dennison Crosswaite,USA,Drinking Coco,10/5/2023,2370,139
Oby Sorrel,India,Eclairs,8/25/2023,5973,337
Ches Bonnell,New Zealand,Organic Choco Syrup,7/15/2023,8047,86
Gigi Bohling,UK,Baker's Choco Chips,5/16/2023,9657,400
Jan Morforth,Australia,50% Dark Bites,6/14/2023,3925,186
Beverie Moffet,Australia,Smooth Sliky Salty,1/25/2023,11683,506
Ches Bonnell,USA,Organic Choco Syrup,7/28/2023,7874,13
Brien Boise,Canada,Mint Chip Choco,1/28/2023,5061,179
Kaine Padly,UK,Orange Choco,6/29/2023,2099,186
Karlen McCaffrey,Australia,70% Dark Bites,6/24/2023,238,311
Gunar Cockshoot,Canada,Mint Chip Choco,1/7/2023,8830,445
Roddy Speechley,USA,Peanut Butter Cubes,2/25/2023,1733,135
Curtice Advani,Canada,Smooth Sliky Salty,1/8/2023,3047,12
Oby Sorrel,Australia,Milk Bars,6/21/2023,8498,276
Camilla Castle,New Zealand,Spicy Special Slims,1/25/2023,12558,26
Gigi Bohling,UK,Milk Bars,5/17/2023,1407,231
Andria Kimpton,Australia,85% Dark Bars,8/23/2023,4496,240
Camilla Castle,Australia,Smooth Sliky Salty,3/3/2023,8220,125
Roddy Speechley,India,Caramel Stuffed Bars,5/30/2023,9588,562
Karlen McCaffrey,USA,Drinking Coco,6/29/2023,115,231
Andria Kimpton,Canada,Organic Choco Syrup,4/1/2023,8805,214
Jehu Rudeforth,Australia,Drinking Coco,1/14/2023,2901,68
Karlen McCaffrey,USA,Mint Chip Choco,2/15/2023,16773,58
Curtice Advani,New Zealand,Spicy Special Slims,10/1/2023,4154,513
Madelene Upcott,USA,White Choc,4/5/2023,12571,226
Andria Kimpton,USA,Spicy Special Slims,5/23/2023,2553,5
Barr Faughny,New Zealand,Fruit & Nut Bars,4/26/2023,1889,159
Oby Sorrel,Canada,Organic Choco Syrup,5/7/2023,1310,71
Madelene Upcott,UK,Organic Choco Syrup,7/21/2023,7806,179
Dotty Strutley,USA,Mint Chip Choco,2/21/2023,6101,261
Kelci Walkden,USA,Orange Choco,3/2/2023,1426,133
Gigi Bohling,Australia,Caramel Stuffed Bars,8/7/2023,8724,147
Mallorie Waber,India,50% Dark Bites,5/31/2023,665,147
Van Tuxwell,New Zealand,Mint Chip Choco,6/27/2023,4351,103
Van Tuxwell,India,50% Dark Bites,5/13/2023,5825,123
Van Tuxwell,USA,Manuka Honey Choco,5/31/2023,2419,110
Wilone O'Kielt,USA,Orange Choco,2/28/2023,7726,38
Barr Faughny,New Zealand,Eclairs,3/28/2023,7144,32
Gigi Bohling,USA,After Nines,1/14/2023,2043,243
Barr Faughny,New Zealand,Mint Chip Choco,2/21/2023,6526,147
Dennison Crosswaite,Canada,85% Dark Bars,1/8/2023,11335,89
Beverie Moffet,New Zealand,Smooth Sliky Salty,5/19/2023,2493,58
Husein Augar,USA,White Choc,7/13/2023,2066,59
Andria Kimpton,Australia,Peanut Butter Cubes,4/20/2023,7009,150
Dennison Crosswaite,India,85% Dark Bars,6/30/2023,4563,21
Curtice Advani,UK,50% Dark Bites,8/3/2023,3443,142
Gunar Cockshoot,USA,Fruit & Nut Bars,9/3/2023,6670,99
Oby Sorrel,Canada,Raspberry Choco,6/16/2023,1902,217
Gigi Bohling,UK,Drinking Coco,6/30/2023,6157,43
Kelci Walkden,India,Mint Chip Choco,7/28/2023,3013,129
Karlen McCaffrey,Canada,Peanut Butter Cubes,12/8/2023,3474,170
Barr Faughny,UK,Mint Chip Choco,7/7/2023,4130,332
Barr Faughny,USA,85% Dark Bars,8/25/2023,14566,45
Husein Augar,Canada,Eclairs,1/17/2023,4050,255
Jan Morforth,Australia,70% Dark Bites,4/3/2023,5924,396
Marney O'Breen,New Zealand,Fruit & Nut Bars,8/25/2023,10101,4
Ches Bonnell,UK,Peanut Butter Cubes,4/15/2023,2362,272
Kaine Padly,USA,Organic Choco Syrup,11/3/2023,2639,24
Camilla Castle,USA,Raspberry Choco,5/20/2023,3496,18
Brien Boise,New Zealand,Manuka Honey Choco,6/14/2023,17223,44
Jehu Rudeforth,New Zealand,After Nines,4/14/2023,1605,71
Jehu Rudeforth,USA,Smooth Sliky Salty,7/7/2023,7170,151
Madelene Upcott,India,Mint Chip Choco,8/24/2023,4090,75
Jehu Rudeforth,India,Eclairs,2/24/2023,9574,134
Karlen McCaffrey,Canada,Raspberry Choco,9/5/2023,718,213
Kaine Padly,Australia,70% Dark Bites,8/2/2023,7735,227
Roddy Speechley,UK,70% Dark Bites,3/24/2023,1606,305
Rafaelita Blaksland,USA,Drinking Coco,6/20/2023,9170,79
Mallorie Waber,Canada,Manuka Honey Choco,7/3/2023,1584,122
Kaine Padly,Australia,Fruit & Nut Bars,6/20/2023,7685,83
Oby Sorrel,New Zealand,Organic Choco Syrup,2/17/2023,16765,261
Madelene Upcott,UK,99% Dark & Pure,1/26/2023,11797,45
Madelene Upcott,Australia,Mint Chip Choco,2/5/2023,2767,148
Curtice Advani,Canada,99% Dark & Pure,7/7/2023,13233,7
Rafaelita Blaksland,Australia,Baker's Choco Chips,8/22/2023,2820,50
Karlen McCaffrey,Australia,After Nines,11/8/2023,2483,65
Marney O'Breen,UK,99% Dark & Pure,1/13/2023,9124,209
Gunar Cockshoot,Australia,50% Dark Bites,2/3/2023,12728,111
Marney O'Breen,Australia,Choco Coated Almonds,7/27/2023,12625,41
Kelci Walkden,New Zealand,Drinking Coco,10/3/2023,17584,110
